Impact Probabilities and Periods of Close Approaches:

Overall Impact Probabilities (1/distance method):

Time: 2024-01-01 00:00:00, Probability: 1.666667E-09
Time: 2024-01-09 18:30:43.226285, Probability: 1.628200E-09
Time: 2024-01-09 19:00:43.328960, Probability: 1.628115E-09
Time: 2024-01-09 19:30:43.431635, Probability: 1.628029E-09
Time: 2024-01-09 20:00:43.534311, Probability: 1.627943E-09
Time: 2024-01-09 20:30:43.636986, Probability: 1.627857E-09
Time: 2024-01-09 21:00:43.739661, Probability: 1.627772E-09
Time: 2024-01-09 21:30:43.842336, Probability: 1.627686E-09
Time: 2024-01-09 22:00:43.945012, Probability: 1.627600E-09
Time: 2024-01-09 22:30:44.047687, Probability: 1.627515E-09
Time: 2024-01-09 23:00:44.150362, Probability: 1.627429E-09
Time: 2024-01-09 23:30:44.253037, Probability: 1.627344E-09
Time: 2024-01-10 00:00:44.355713, Probability: 1.627258E-09
Time: 2024-01-10 00:30:44.458388, Probability: 1.627173E-09
Time: 2024-01-10 01:00:44.561063, Probability: 1.627087E-09
Time: 2024-01-10 01:30:44.663739, Probability: 1.627002E-09
Time: 2024-01-10 02:00:44.766414, Probability: 1.626916E-09
Time: 2024-01-10 02:30:44.869089, Probability: 1.626831E-09
Time: 2024-01-10 03:00:44.971764, Probability: 1.626746E-09
Time: 2024-01-10 03:30:45.074440, Probability: 1.626661E-09
Time: 2024-01-10 04:00:45.177115, Probability: 1.626575E-09
Time: 2024-01-10 04:30:45.279790, Probability: 1.626490E-09
Time: 2024-01-10 05:00:45.382465, Probability: 1.626405E-09
Time: 2024-01-10 05:30:45.485141, Probability: 1.626320E-09
Time: 2024-01-10 06:00:45.587816, Probability: 1.626234E-09
Time: 2024-01-10 06:30:45.690491, Probability: 1.626149E-09
Time: 2024-01-10 07:00:45.793166, Probability: 1.626064E-09
Time: 2024-01-10 07:30:45.895842, Probability: 1.625979E-09
Time: 2024-01-10 08:00:45.998517, Probability: 1.625894E-09
Time: 2024-01-10 08:30:46.101192, Probability: 1.625809E-09
Time: 2024-01-10 09:00:46.203867, Probability: 1.625724E-09
Time: 2024-01-10 09:30:46.306543, Probability: 1.625639E-09
Time: 2024-01-10 10:00:46.409218, Probability: 1.625554E-09
Time: 2024-01-10 10:30:46.511893, Probability: 1.625469E-09
Time: 2024-01-10 11:00:46.614568, Probability: 1.625384E-09
Time: 2024-01-10 11:30:46.717244, Probability: 1.625299E-09
Time: 2024-01-10 12:00:46.819919, Probability: 1.625215E-09
Time: 2024-01-10 12:30:46.922594, Probability: 1.625130E-09
Time: 2024-01-10 13:00:47.025270, Probability: 1.625045E-09
Time: 2024-01-10 13:30:47.127945, Probability: 1.624960E-09
Time: 2024-01-10 14:00:47.230620, Probability: 1.624876E-09
Time: 2024-01-10 14:30:47.333295, Probability: 1.624791E-09
Time: 2024-01-10 15:00:47.435971, Probability: 1.624706E-09
Time: 2024-01-10 15:30:47.538646, Probability: 1.624622E-09
Time: 2024-01-10 16:00:47.641321, Probability: 1.624537E-09
Time: 2024-01-10 16:30:47.743996, Probability: 1.624453E-09
Time: 2024-01-10 17:00:47.846672, Probability: 1.624368E-09
Time: 2024-01-10 17:30:47.949347, Probability: 1.624284E-09
Time: 2024-01-10 18:00:48.052022, Probability: 1.624199E-09
Time: 2024-01-10 18:30:48.154697, Probability: 1.624115E-09
Time: 2024-01-10 19:00:48.257373, Probability: 1.624030E-09
Time: 2024-01-10 19:30:48.360048, Probability: 1.623946E-09
Time: 2024-01-10 20:00:48.462723, Probability: 1.623861E-09
Time: 2024-01-10 20:30:48.565398, Probability: 1.623777E-09
Time: 2024-01-10 21:00:48.668074, Probability: 1.623693E-09
Time: 2024-01-10 21:30:48.770749, Probability: 1.623609E-09
Time: 2024-01-10 22:00:48.873424, Probability: 1.623524E-09
Time: 2024-01-10 22:30:48.976099, Probability: 1.623440E-09
Time: 2024-01-10 23:00:49.078775, Probability: 1.623356E-09
Time: 2024-01-10 23:30:49.181450, Probability: 1.623272E-09
Time: 2024-01-11 00:00:49.284125, Probability: 1.623188E-09
Time: 2024-01-11 00:30:49.386801, Probability: 1.623103E-09
Time: 2024-01-11 01:00:49.489476, Probability: 1.623019E-09
Time: 2024-01-11 01:30:49.592151, Probability: 1.622935E-09
Time: 2024-01-11 02:00:49.694826, Probability: 1.622851E-09
Time: 2024-01-11 02:30:49.797502, Probability: 1.622767E-09
Time: 2024-01-11 03:00:49.900177, Probability: 1.622683E-09
Time: 2024-01-11 03:30:50.002852, Probability: 1.622599E-09
Time: 2024-01-11 04:00:50.105527, Probability: 1.622516E-09
Time: 2024-01-11 04:30:50.208203, Probability: 1.622432E-09
Time: 2024-01-11 05:00:50.310878, Probability: 1.622348E-09
Time: 2024-01-11 05:30:50.413553, Probability: 1.622264E-09
Time: 2024-01-11 06:00:50.516228, Probability: 1.622180E-09
Time: 2024-01-11 06:30:50.618904, Probability: 1.622096E-09
Time: 2024-01-11 07:00:50.721579, Probability: 1.622013E-09
Time: 2024-01-11 07:30:50.824254, Probability: 1.621929E-09
Time: 2024-01-11 08:00:50.926929, Probability: 1.621845E-09
Time: 2024-01-11 08:30:51.029605, Probability: 1.621762E-09
Time: 2024-01-11 09:00:51.132280, Probability: 1.621678E-09
Time: 2024-01-11 09:30:51.234955, Probability: 1.621595E-09
Time: 2024-01-11 10:00:51.337630, Probability: 1.621511E-09
Time: 2024-01-11 10:30:51.440306, Probability: 1.621427E-09
Time: 2024-01-11 11:00:51.542981, Probability: 1.621344E-09
Time: 2024-01-11 11:30:51.645656, Probability: 1.621260E-09
Time: 2024-01-11 12:00:51.748332, Probability: 1.621177E-09
Time: 2024-01-11 12:30:51.851007, Probability: 1.621094E-09
Time: 2024-01-11 13:00:51.953682, Probability: 1.621010E-09
Time: 2024-01-11 13:30:52.056357, Probability: 1.620927E-09
Time: 2024-01-11 14:00:52.159033, Probability: 1.620844E-09
Time: 2024-01-11 14:30:52.261708, Probability: 1.620760E-09
Time: 2024-01-11 15:00:52.364383, Probability: 1.620677E-09
Time: 2024-01-11 15:30:52.467058, Probability: 1.620594E-09
Time: 2024-01-11 16:00:52.569734, Probability: 1.620511E-09
Time: 2024-01-11 16:30:52.672409, Probability: 1.620427E-09
Time: 2024-01-11 17:00:52.775084, Probability: 1.620344E-09
Time: 2024-01-11 17:30:52.877759, Probability: 1.620261E-09
Time: 2024-01-11 18:00:52.980435, Probability: 1.620178E-09
Time: 2024-01-11 18:30:53.083110, Probability: 1.620095E-09
Time: 2024-01-11 19:00:53.185785, Probability: 1.620012E-09
Time: 2024-01-11 19:30:53.288460, Probability: 1.619929E-09
Time: 2024-01-11 20:00:53.391136, Probability: 1.619846E-09
Time: 2024-01-11 20:30:53.493811, Probability: 1.619763E-09
Time: 2024-01-11 21:00:53.596486, Probability: 1.619680E-09
Time: 2024-01-11 21:30:53.699161, Probability: 1.619597E-09
Time: 2024-01-11 22:00:53.801837, Probability: 1.619514E-09
Time: 2024-01-11 22:30:53.904512, Probability: 1.619432E-09
Time: 2024-01-11 23:00:54.007187, Probability: 1.619349E-09
Time: 2024-01-11 23:30:54.109863, Probability: 1.619266E-09
Time: 2024-01-12 00:00:54.212538, Probability: 1.619183E-09
Time: 2024-01-12 00:30:54.315213, Probability: 1.619101E-09
Time: 2024-01-12 01:00:54.417888, Probability: 1.619018E-09
Time: 2024-01-12 01:30:54.520564, Probability: 1.618935E-09
Time: 2024-01-12 02:00:54.623239, Probability: 1.618853E-09
Time: 2024-01-12 02:30:54.725914, Probability: 1.618770E-09
Time: 2024-01-12 03:00:54.828589, Probability: 1.618687E-09
Time: 2024-01-12 03:30:54.931265, Probability: 1.618605E-09
Time: 2024-01-12 04:00:55.033940, Probability: 1.618522E-09
Time: 2024-01-12 04:30:55.136615, Probability: 1.618440E-09
Time: 2024-01-12 05:00:55.239290, Probability: 1.618357E-09
Time: 2024-01-12 05:30:55.341966, Probability: 1.618275E-09
Time: 2024-01-12 06:00:55.444641, Probability: 1.618193E-09
Time: 2024-01-12 06:30:55.547316, Probability: 1.618110E-09
Time: 2024-01-12 07:00:55.649991, Probability: 1.618028E-09
Time: 2024-01-12 07:30:55.752667, Probability: 1.617946E-09
Time: 2024-01-12 08:00:55.855342, Probability: 1.617863E-09
Time: 2024-01-12 08:30:55.958017, Probability: 1.617781E-09
Time: 2024-01-12 09:00:56.060692, Probability: 1.617699E-09
Time: 2024-01-12 09:30:56.163368, Probability: 1.617617E-09
Time: 2024-01-12 10:00:56.266043, Probability: 1.617535E-09
Time: 2024-01-12 10:30:56.368718, Probability: 1.617453E-09
Time: 2024-01-12 11:00:56.471394, Probability: 1.617370E-09
Time: 2024-01-12 11:30:56.574069, Probability: 1.617288E-09
Time: 2024-01-12 12:00:56.676744, Probability: 1.617206E-09
Time: 2024-01-12 12:30:56.779419, Probability: 1.617124E-09
Time: 2024-01-12 13:00:56.882095, Probability: 1.617042E-09
Time: 2024-01-12 13:30:56.984770, Probability: 1.616960E-09
Time: 2024-01-12 14:00:57.087445, Probability: 1.616878E-09
Time: 2024-01-12 14:30:57.190120, Probability: 1.616797E-09
Time: 2024-01-12 15:00:57.292796, Probability: 1.616715E-09
Time: 2024-01-12 15:30:57.395471, Probability: 1.616633E-09
Time: 2024-01-12 16:00:57.498146, Probability: 1.616551E-09
Time: 2024-01-12 16:30:57.600821, Probability: 1.616469E-09
Time: 2024-01-12 17:00:57.703497, Probability: 1.616388E-09
Time: 2024-01-12 17:30:57.806172, Probability: 1.616306E-09
Time: 2024-01-12 18:00:57.908847, Probability: 1.616224E-09
Time: 2024-01-12 18:30:58.011522, Probability: 1.616143E-09
Time: 2024-01-12 19:00:58.114198, Probability: 1.616061E-09
Time: 2024-01-12 19:30:58.216873, Probability: 1.615979E-09
Time: 2024-01-12 20:00:58.319548, Probability: 1.615898E-09
Time: 2024-01-12 20:30:58.422223, Probability: 1.615816E-09
Time: 2024-01-12 21:00:58.524899, Probability: 1.615735E-09
Time: 2024-01-12 21:30:58.627574, Probability: 1.615653E-09
Time: 2024-01-12 22:00:58.730249, Probability: 1.615572E-09
Time: 2024-01-12 22:30:58.832925, Probability: 1.615490E-09
Time: 2024-01-12 23:00:58.935600, Probability: 1.615409E-09
Time: 2024-01-12 23:30:59.038275, Probability: 1.615328E-09
Time: 2024-01-13 00:00:59.140950, Probability: 1.615246E-09
Time: 2024-01-13 00:30:59.243626, Probability: 1.615165E-09
Time: 2024-01-13 01:00:59.346301, Probability: 1.615084E-09
Time: 2024-01-13 01:30:59.448976, Probability: 1.615003E-09
Time: 2024-01-13 02:00:59.551651, Probability: 1.614921E-09
Time: 2024-01-13 02:30:59.654327, Probability: 1.614840E-09
Time: 2024-01-13 03:00:59.757002, Probability: 1.614759E-09
Time: 2024-01-13 03:30:59.859677, Probability: 1.614678E-09
Time: 2024-01-13 04:00:59.962352, Probability: 1.614597E-09
Time: 2024-01-13 04:31:00.065028, Probability: 1.614516E-09
Time: 2024-01-13 05:01:00.167703, Probability: 1.614435E-09
Time: 2024-01-13 05:31:00.270378, Probability: 1.614354E-09
Time: 2024-01-13 06:01:00.373053, Probability: 1.614273E-09
Time: 2024-01-13 06:31:00.475729, Probability: 1.614192E-09
Time: 2024-01-13 07:01:00.578404, Probability: 1.614111E-09
Time: 2024-01-13 07:31:00.681079, Probability: 1.614030E-09
Time: 2024-01-13 08:01:00.783754, Probability: 1.613949E-09
Time: 2024-01-13 08:31:00.886430, Probability: 1.613868E-09
Time: 2024-01-13 09:01:00.989105, Probability: 1.613788E-09
Time: 2024-01-13 09:31:01.091780, Probability: 1.613707E-09
Time: 2024-01-13 10:01:01.194456, Probability: 1.613626E-09
Time: 2024-01-13 10:31:01.297131, Probability: 1.613545E-09
Time: 2024-01-13 11:01:01.399806, Probability: 1.613465E-09
Time: 2024-01-13 11:31:01.502481, Probability: 1.613384E-09
Time: 2024-01-13 12:01:01.605157, Probability: 1.613304E-09
Time: 2024-01-13 12:31:01.707832, Probability: 1.613223E-09
Time: 2024-01-13 13:01:01.810507, Probability: 1.613142E-09
Time: 2024-01-13 13:31:01.913182, Probability: 1.613062E-09
Time: 2024-01-13 14:01:02.015858, Probability: 1.612981E-09
Time: 2024-01-13 14:31:02.118533, Probability: 1.612901E-09
Time: 2024-01-13 15:01:02.221208, Probability: 1.612820E-09
Time: 2024-01-13 15:31:02.323883, Probability: 1.612740E-09
Time: 2024-01-13 16:01:02.426559, Probability: 1.612660E-09
Time: 2024-01-13 16:31:02.529234, Probability: 1.612579E-09
Time: 2024-01-13 17:01:02.631909, Probability: 1.612499E-09
Time: 2024-01-13 17:31:02.734584, Probability: 1.612419E-09
Time: 2024-01-13 18:01:02.837260, Probability: 1.612339E-09
Time: 2024-01-13 18:31:02.939935, Probability: 1.612258E-09
Time: 2024-01-13 19:01:03.042610, Probability: 1.612178E-09
Time: 2024-01-13 19:31:03.145285, Probability: 1.612098E-09
Time: 2024-01-13 20:01:03.247961, Probability: 1.612018E-09
Time: 2024-01-13 20:31:03.350636, Probability: 1.611938E-09
Time: 2024-01-13 21:01:03.453311, Probability: 1.611858E-09
Time: 2024-01-13 21:31:03.555987, Probability: 1.611778E-09
Time: 2024-01-13 22:01:03.658662, Probability: 1.611698E-09
Time: 2024-01-13 22:31:03.761337, Probability: 1.611618E-09
Time: 2024-01-13 23:01:03.864012, Probability: 1.611538E-09
Time: 2024-01-13 23:31:03.966688, Probability: 1.611458E-09
Time: 2024-01-14 00:01:04.069363, Probability: 1.611378E-09
Time: 2024-01-14 00:31:04.172038, Probability: 1.611298E-09
Time: 2024-01-14 01:01:04.274713, Probability: 1.611218E-09
Time: 2024-01-14 01:31:04.377389, Probability: 1.611138E-09
Time: 2024-01-14 02:01:04.480064, Probability: 1.611059E-09
Time: 2024-01-14 02:31:04.582739, Probability: 1.610979E-09
Time: 2024-01-14 03:01:04.685414, Probability: 1.610899E-09
Time: 2024-01-14 03:31:04.788090, Probability: 1.610819E-09
Time: 2024-01-14 04:01:04.890765, Probability: 1.610740E-09
Time: 2024-01-14 04:31:04.993440, Probability: 1.610660E-09
Time: 2024-01-14 05:01:05.096115, Probability: 1.610581E-09
Time: 2024-01-14 05:31:05.198791, Probability: 1.610501E-09
Time: 2024-01-14 06:01:05.301466, Probability: 1.610421E-09
Time: 2024-01-14 06:31:05.404141, Probability: 1.610342E-09
Time: 2024-01-14 07:01:05.506816, Probability: 1.610262E-09
Time: 2024-01-14 07:31:05.609492, Probability: 1.610183E-09
Time: 2024-01-14 08:01:05.712167, Probability: 1.610104E-09
Time: 2024-01-14 08:31:05.814842, Probability: 1.610024E-09
Time: 2024-01-14 09:01:05.917518, Probability: 1.609945E-09
Time: 2024-01-14 09:31:06.020193, Probability: 1.609866E-09
Time: 2024-01-14 10:01:06.122868, Probability: 1.609786E-09
Time: 2024-01-14 10:31:06.225543, Probability: 1.609707E-09
Time: 2024-01-14 11:01:06.328219, Probability: 1.609628E-09
Time: 2024-01-14 11:31:06.430894, Probability: 1.609549E-09
Time: 2024-01-14 12:01:06.533569, Probability: 1.609469E-09
Time: 2024-01-14 12:31:06.636244, Probability: 1.609390E-09
Time: 2024-01-14 13:01:06.738920, Probability: 1.609311E-09
Time: 2024-01-14 13:31:06.841595, Probability: 1.609232E-09
Time: 2024-01-14 14:01:06.944270, Probability: 1.609153E-09
Time: 2024-01-14 14:31:07.046945, Probability: 1.609074E-09
Time: 2024-01-14 15:01:07.149621, Probability: 1.608995E-09
Time: 2024-01-14 15:31:07.252296, Probability: 1.608916E-09
Time: 2024-01-14 16:01:07.354971, Probability: 1.608837E-09
Time: 2024-01-14 16:31:07.457646, Probability: 1.608758E-09
Time: 2024-01-14 17:01:07.560322, Probability: 1.608679E-09
Time: 2024-01-14 17:31:07.662997, Probability: 1.608600E-09
Time: 2024-01-14 18:01:07.765672, Probability: 1.608522E-09
Time: 2024-01-14 18:31:07.868347, Probability: 1.608443E-09
Time: 2024-01-14 19:01:07.971023, Probability: 1.608364E-09
Time: 2024-01-14 19:31:08.073698, Probability: 1.608285E-09
Time: 2024-01-14 20:01:08.176373, Probability: 1.608207E-09
Time: 2024-01-14 20:31:08.279049, Probability: 1.608128E-09
Time: 2024-01-14 21:01:08.381724, Probability: 1.608049E-09
Time: 2024-01-14 21:31:08.484399, Probability: 1.607971E-09
Time: 2024-01-14 22:01:08.587074, Probability: 1.607892E-09
Time: 2024-01-14 22:31:08.689750, Probability: 1.607814E-09
Time: 2024-01-14 23:01:08.792425, Probability: 1.607735E-09
Time: 2024-01-14 23:31:08.895100, Probability: 1.607657E-09
Time: 2024-01-15 00:01:08.997775, Probability: 1.607578E-09
Time: 2024-01-15 00:31:09.100451, Probability: 1.607500E-09
Time: 2024-01-15 01:01:09.203126, Probability: 1.607421E-09
Time: 2024-01-15 01:31:09.305801, Probability: 1.607343E-09
Time: 2024-01-15 02:01:09.408476, Probability: 1.607265E-09
Time: 2024-01-15 02:31:09.511152, Probability: 1.607186E-09
Time: 2024-01-15 03:01:09.613827, Probability: 1.607108E-09
Time: 2024-01-15 03:31:09.716502, Probability: 1.607030E-09
Time: 2024-01-15 04:01:09.819177, Probability: 1.606952E-09
Time: 2024-01-15 04:31:09.921853, Probability: 1.606874E-09
Time: 2024-01-15 05:01:10.024528, Probability: 1.606795E-09
Time: 2024-01-15 05:31:10.127203, Probability: 1.606717E-09
Time: 2024-01-15 06:01:10.229879, Probability: 1.606639E-09
Time: 2024-01-15 06:31:10.332554, Probability: 1.606561E-09
Time: 2024-01-15 07:01:10.435229, Probability: 1.606483E-09
Time: 2024-01-15 07:31:10.537904, Probability: 1.606405E-09
Time: 2024-01-15 08:01:10.640580, Probability: 1.606327E-09
Time: 2024-01-15 08:31:10.743255, Probability: 1.606249E-09
Time: 2024-01-15 09:01:10.845930, Probability: 1.606171E-09
Time: 2024-01-15 09:31:10.948605, Probability: 1.606093E-09
Time: 2024-01-15 10:01:11.051281, Probability: 1.606016E-09
Time: 2024-01-15 10:31:11.153956, Probability: 1.605938E-09
Time: 2024-01-15 11:01:11.256631, Probability: 1.605860E-09
Time: 2024-01-15 11:31:11.359306, Probability: 1.605782E-09
Time: 2024-01-15 12:01:11.461982, Probability: 1.605705E-09
Time: 2024-01-15 12:31:11.564657, Probability: 1.605627E-09
Time: 2024-01-15 13:01:11.667332, Probability: 1.605549E-09
Time: 2024-01-15 13:31:11.770007, Probability: 1.605472E-09
Time: 2024-01-15 14:01:11.872683, Probability: 1.605394E-09
Time: 2024-01-15 14:31:11.975358, Probability: 1.605316E-09
Time: 2024-01-15 15:01:12.078033, Probability: 1.605239E-09
Time: 2024-01-15 15:31:12.180708, Probability: 1.605161E-09
Time: 2024-01-15 16:01:12.283384, Probability: 1.605084E-09
Time: 2024-01-15 16:31:12.386059, Probability: 1.605006E-09
Time: 2024-01-15 17:01:12.488734, Probability: 1.604929E-09
Time: 2024-01-15 17:31:12.591410, Probability: 1.604852E-09
Time: 2024-01-15 18:01:12.694085, Probability: 1.604774E-09
Time: 2024-01-15 18:31:12.796760, Probability: 1.604697E-09
Time: 2024-01-15 19:01:12.899435, Probability: 1.604620E-09
Time: 2024-01-15 19:31:13.002111, Probability: 1.604542E-09
Time: 2024-01-15 20:01:13.104786, Probability: 1.604465E-09
Time: 2024-01-15 20:31:13.207461, Probability: 1.604388E-09
Time: 2024-01-15 21:01:13.310136, Probability: 1.604311E-09
Time: 2024-01-15 21:31:13.412812, Probability: 1.604234E-09
Time: 2024-01-15 22:01:13.515487, Probability: 1.604157E-09
Time: 2024-01-15 22:31:13.618162, Probability: 1.604079E-09
Time: 2024-01-15 23:01:13.720837, Probability: 1.604002E-09
Time: 2024-01-15 23:31:13.823513, Probability: 1.603925E-09
Time: 2024-01-16 00:01:13.926188, Probability: 1.603848E-09
Time: 2024-01-16 00:31:14.028863, Probability: 1.603771E-09
Time: 2024-01-16 01:01:14.131538, Probability: 1.603694E-09
Time: 2024-01-16 01:31:14.234214, Probability: 1.603618E-09
Time: 2024-01-16 02:01:14.336889, Probability: 1.603541E-09
Time: 2024-01-16 02:31:14.439564, Probability: 1.603464E-09
Time: 2024-01-16 03:01:14.542239, Probability: 1.603387E-09
Time: 2024-01-16 03:31:14.644915, Probability: 1.603310E-09
Time: 2024-01-16 04:01:14.747590, Probability: 1.603234E-09
Time: 2024-01-16 04:31:14.850265, Probability: 1.603157E-09
Time: 2024-01-16 05:01:14.952941, Probability: 1.603080E-09
Time: 2024-01-16 05:31:15.055616, Probability: 1.603003E-09
Time: 2024-01-16 06:01:15.158291, Probability: 1.602927E-09
Time: 2024-01-16 06:31:15.260966, Probability: 1.602850E-09
Time: 2024-01-16 07:01:15.363642, Probability: 1.602774E-09
Time: 2024-01-16 07:31:15.466317, Probability: 1.602697E-09
Time: 2024-01-16 08:01:15.568992, Probability: 1.602621E-09
Time: 2024-01-16 08:31:15.671667, Probability: 1.602544E-09
Time: 2024-01-16 09:01:15.774343, Probability: 1.602468E-09
Time: 2024-01-16 09:31:15.877018, Probability: 1.602391E-09
Time: 2024-01-16 10:01:15.979693, Probability: 1.602315E-09
Time: 2024-01-16 10:31:16.082368, Probability: 1.602239E-09
Time: 2024-01-16 11:01:16.185044, Probability: 1.602162E-09
Time: 2024-01-16 11:31:16.287719, Probability: 1.602086E-09
Time: 2024-01-16 12:01:16.390394, Probability: 1.602010E-09
Time: 2024-01-16 12:31:16.493069, Probability: 1.601933E-09
Time: 2024-01-16 13:01:16.595745, Probability: 1.601857E-09
Time: 2024-01-16 13:31:16.698420, Probability: 1.601781E-09
Time: 2024-01-16 14:01:16.801095, Probability: 1.601705E-09
Time: 2024-01-16 14:31:16.903770, Probability: 1.601629E-09
Time: 2024-01-16 15:01:17.006446, Probability: 1.601553E-09
